Id,Expected,Rooms,SqrMeters,Floor,Location,Description
4251,160000,1,28.9,1,Poznań Łazarz ul. Łukaszewicza,* GWARANTUJEMY BEZPIECZNĄ TRANSAKCJĘ I PROFESJONALNĄ OBSŁUGĘ * Gorąco polecam na sprzedaż wygodną w użytkowaniu dużą kawalerkę o powierzchni 28 9m2 . Mieszkanie posiada oddzielną jasną kuchnię !! Jest po remoncie który obejmował między...
4252,269000,2,45.3,4,Poznań Piątkowo ul. Os. Batorego,Sprzedam mieszkanie dwupokojowe 45 3 m2 w Poznaniu na os. Batorego (nowa część) . Niski blok piętro 4/4 duży balkon dwie szafy komandor umeblowana kuchnia w korytarzu panele na balkonie terakota mrozoodporna. Kuchnia posiada również...
4253,206000,2,38,2,Poznań Rataje Śródka Centrum Zawady Łazarz Wilda ul. Piastowskie - Okazja!!!,OFERTA ZAREZERWOWANA!!! BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Rataje ( os. Piastowskie ). Na 38 m2 składają się dwa...
4254,689455,4,106.07,3,Poznań Poznań-Wilda ul. Św. Czesława,Przestronne i komfortowe mieszkanie w nowoczesnym apartamentowcu blisko Centrum. Budynek zbudowany w wysokim standardzie fasada charakteryzuje się oryginalnością zarówno w wyglądzie jak i doborze materiałów połączenie szklanych ścian osłonowych...
4255,249999,2,43,2,Poznań Rynek Jeżycki,Polecam zakup atrakcyjnego mieszkania w nowszym budownictwie o powierzchni 43m 2 mieszczące się na drugim piętrze na Jeżycach przy ul. Mylnej. Lokal dwupokojowy z balkonem oraz garażem w hali podziemnej. Mieszkanie po remoncie (malowane wymiana...
4256,175000,2,35.5,2,Poznań Zawady ul. Zawady,Przytulne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Zawady. Dwa pokoje okna wychodzące na północ południe; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - parkiet; Okna -...
4257,298526,3,51.47,1,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
4258,153000,2,38,1,Poznań ul. Luboń,Polecam 2 pokojowe mieszkanie w Luboniu przy ulicy Żabikowskiej. Lokal o pow. 38m2 składa się z dwóch niezależnych pokoi 14 i 9m2 osobnej jasnej kuchni 7m2 łazienki i korytarza do mieszkania przynależy piwnica. Mieszkanie położone na...
4259,274994,3,46.14,5,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
4260,259000,2,49,1,Poznań Rataje ul. Czecha,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży dwupokojowego mieszkania zlokalizowanego na osiedlu Czecha (Rataje) .Mieszkanie jest zlokalizowane na I piętrze w bloku...
4261,278000,3,67,7,Poznań Rataje ul. Stare Żegrze,Polecam! Oferta dostępna w programie MDM! KUPUJESZ BEZPIECZNIE - POŚREDNIK TO GWARANTUJE Przedmiotem oferty jest lokal mieszkalny o powierzchni 66.40 mkw położony na Osiedlu Stare Żegrze w Poznaniu. Mieszkanie 3pokojowe położone na 7 piętrze...
4262,550000,3,63,1,Poznań Stare Miasto Centrum ul. Ratajczaka,Mieszkanie idealne na kancelarie! Polecam na kupno mieszkanie w centrum Poznania przy ulicy św. Ratajczaka. Znajduje się na parterze w 4 piętrowej kamienicy. Powierzchnia 63m. dzieli się na trzy niezależne pokoje. Dostępne media: gaz ziemny ...
4263,319000,3,62.49,1,Poznań Biedrusko ul. 7. Pułku Strzelców Konnych,PROMOCJA!!! O SZCZEGÓŁY PYTAJ W BIURZE SPRZEDAŻY. Oferta spełniająca kryteria MDM! Mieszkanie z ogródkiem o powierzchni 80.65 m.kw Termin wydania - od 31.10.2016 roku. Więcej informacji znajdziesz na stronie inwestora: www.jaksbud.pl
4264,406134,4,58.86,3,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
4265,269000,2,45.3,4,Poznań Piątkowo ul. Os. Stefana Batorego,Jasne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Dwa pokoje okna wychodzące na południe wschód; widok na drzewa. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna - PCV;...
4266,269000,2,40,4,Poznań ul. Polna,Oferujemy bardzo atrakcyjne i nowoczesne dwa mieszkania o :pow 40m2 .- o układzie: salon z aneksem + sypialnia łazienka razem z wc przedpokój z miejscem na szafę wnękową. Lokale sa na 4 kondygnacji pod skosem ( nietuzinkowe niepowtarzalne i...
4267,269000,2,44,3,Poznań Wilda Wilda ul. Kosińskiego,| Na sprzedaż mieszkanie własnościowe z księgą wieczystą. Mieszkanie o powierzchni 44 m2 znajduje się na trzecim piętrze w czteropiętrowej kamienicy przy ulicy Kosińskiego na poznańskiej Wildzie. Mieszkanie składa się z dużego salonu z...
4268,306306,2,48.62,4,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
4269,325000,2,47,3,Poznań Jeżyce ul. Dąbrowskiego,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę! Polecam na sprzedaż 2 pokojowe mieszkanie o pow. 42 m2 na II piętrze! Mieszkanie składa się z 2...
4270,388369,3,67.5,1,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...
4271,385000,2,46,3,Poznań Rataje Malta Nowe Miasto ul. Katowicka Nowy Luks. Apartamentowiec,Poznań okolice Malty ulica Katowicka w najnowszym luksusowym kompleksie apartamentowców ATANERA z 2008roku na sprzedaż śliczne zadbane mieszkanie o powierzchni 45 80m2. Usytuowane jest na 3 piętrze w 5 pietrowym apartamentowcu z windą....
4272,265000,3,64,9,Poznań Rataje ul. Osiedle Orła Białego,OKAZJA! MOŻLIWOŚĆ UZYSKANIA DOPŁATY W PROGRAMIE MDM Polecam uwadze funkcjonalne 3-pokojowe mieszkanie usytuowane na 9 piętrze 10-piętrowego budynku typu falowiec na Osiedlu Orła Białego Rataje – Żegrze. Na powierzchnię 64 3 m2 składa się...
4273,770000,4,109.19,2,Poznań Centrum ul. Centrum Chwaliszewo Garbary,KUPUJĄCY NIE PŁACI PROWIZJI ZAŁATWIAMY WSZYSTKIE FORMALNOŚCI Atrakcyjne mieszkanie o powierzchni 109 m2 położone przy ulicy Tylne Chwaliszewo na Starym Mieście ! Prezentuję Państwu mieszkanie w najbardziej prestiżowym budynku mieszkalnym w...
4274,379000,2,66.86,3,Poznań Nowe Miasto ul. Ul. Milczańska 1,Mieszkanie w programie MDM!!! Na sprzedaż komfortowe mieszkanie o metrażu 66 86m2 na 3 piętrze przy ulicy Milczańskiej. Składa się z salonu kuchni w formie aneksu sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy balkon....
4275,439154,3,77.6,1,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
4276,416500,4,83.3,3,Poznań Sołacz ul. Sokoła,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż przestronne i funkcjonalne 4 pokojowe mieszkanie o pow 83 3 m2 położone na 3 piętrze w niskim bloku z 1992 roku przy ul. Sokoła ( Sołacz) w Poznaniu. W...
4277,339000,2,59.4,3,Poznań Naramowice,Do zaoferowania mam 2-pokojowe mieszkanie na Naramowicach. Mieszkanie znajduje się na trzecim piętrze czteropiętrowego bloku. Całkowita powierzchnia mieszkania -59 4 m 2. W skład mieszkania wchodzi przestronny salon z aneksem kuchennym o...
4278,188500,1,29,1,Poznań Grunwald,Na sprzedaż kawalerki o powierzchniach od 25m2 do 29m2 m2 położone w nowo wybudowanym budynku w pobliżu parku Wilsona. Możliwość łączenia lokali w większe mieszkania. Przedmiotem oferty są kawalerki położone na parterze z wyjściem na własny...
4279,430000,3,77.02,1,Poznań Centrum ul. Kwiatowa 13,Kancelaria Rzeczoznawcy Majątkowego Rokickie Centrum Nieruchomości ma przyjemność oferować Państwu na sprzedaż: nieruchomość lokalową o funkcji mieszkalnej zlokalizowanej w obrębie Centrum Miasta Poznania przy ul. Kwiatowej 13. Lokal znajduje...
4280,370000,3,92,1,Poznań Jeżyce ul. Reja,Polecam do sprzedaży mieszkanie na pierwszym pietrze w zadbanej kamienicy z 1924 r. Wysokośc mieszkania 3 55 m. Pokoje niezależne 24m2 21m2 6m2. Kuchnia z jadalnią 23m2.W kuchni dodatkowo spiżarnia.Z korytarza wejście do garderoby ok. 3m2....
4281,450000,4,80,3,Poznań Stare Miasto ul. Szyperska,Polecam mieszkanie - loft w dawnym budynku magazynowo - biurowym na ulicy Szyperskiej 400 m od Starego Rynku. Mieszkanie położone jest na najwyższym piętrze( nad nim strych) z widokiem na Starą Gazownię. Część dzienna z oknami skierowanymi na...
4282,167400,1,31,1,Poznań Górczyn ul. Knapowskiego,Zapraszam do zapoznania się z ofertą sprzedaży jednopokojowego mieszkania w całkowicie odnowionej kamienicy na Górczynie ze świetną komunikacją z Centrum Poznania. Kamienica powstała w latach 30-tych XX w. jest obecnie w trakcie całkowitej...
4283,271000,2,47.56,2,Poznań Stare Miasto ul. Piaskowa,BT licencjonowany pośrednik gwarancją BEZPIECZNEJ TRANSAKCJI Na sprzedaż mieszkanie 2-pokojowe na 2-gim piętrze o pow. użytkowej 47 56 m2 zlokalizowane w zrewitalizowanej kamienicy z 1905 roku przy skrzyżowaniu ul. Garbary / Estkowskiego....
4284,168000,1,30,8,Poznań Rataje Malta Chartowo Starołęka ul. Bohaterów Ii Wojny Światowej,Polecamy na sprzedaż odświeżoną kawalerkę na Osiedlu Bohaterów II Wojny Światowej- Rataje Lokal usytuowany na VIII piętrze w BLOKU X- kondygnacyjnym. Rozkład pomieszczeń: pokój panele podłogowe duże podwójne okno z roletami wbudowana szafa z...
4285,479672,3,70.54,7,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
4286,311049,1,32.1,1,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
4287,215000,2,38.1,4,Poznań Winogrady ul. Osiedle Kosmonautów,Przytulne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje z aneksem kuchennym okna wychodzące na wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...
4288,250000,2,40,3,Poznań Bonin,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
4289,599000,3,89,1,Poznań Stare Miasto Naramowice ul. Błażeja,NA SPRZEDAŻ MIESZKANIE W WILLI MIEJSKIEJ POZNAŃ BŁAŻEJA BLISKO REZERWATU ŻURAWINIEC Z OGRODEM ! MIESZKANIE: Powierzchnia - 89 10 m 3 pokoje: - salon - 32 60 m+ otwarta kuchnia - 11 m - pokój - 14 5 m - pokój - 10 2 m - dwie łazienki:...
4290,365000,2,61.36,1,Poznań Grunwald ul. Po Kapitalnym Remoncie Kamienica Po Rewi,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 2-pokojowe o pow. 61 36 m2 usytuowane na 1 piętrze w niskim bloku z cegły zlokalizowane na ul. Łukaszewicza Łazarz Poznań. Budynek po całkowitej rewitalizacji zadbana klatka schodowa....
4291,274900,2,49,11,Poznań ul. Os. Jana Iii Sobieskiego,Oferuję 2- pokojowe mieszkanie na 11-piętrze w wysokim bloku na osiedlu Jana III Sobieskiego. Blok znajduje się w bliskim sąsiedztwie dworca Sobieskiego. Miejsce jest bardzo dobrze skomunikowane ze względu na bliskość dworca autobusowego oraz...
4292,312442,3,51.22,1,Poznań Winogrady ul. Lechicka Okolice,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....
4293,222000,2,37,1,Poznań Winogrady ul. Żniwna - Duży 80m Taras !!!,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI. Biuro NIERUCHOMOŚCI NR 1 poleca do sprzedaży 9 mieszkań w jednym budynku o powierzchni od 35 do 56 mkw piętra od parteru do trzeciego!!! ATRAKCYJNE CENY !!! I DUŻE...
4294,250000,2,48,4,Poznań Rataje ul. Os. Armii Krajowej,Ciche mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na zachód; widok na podwórko. Standard wykończenia: Ściany - boazeria gładź gipsowa tapeta; Podłogi - parkiet; Okna - PCV;...
4295,290000,2,54,3,Poznań Piątkowo Winogrady ul. Os. Władysława Jagiełły,Nowsze Budownictwo. Gorąco zapraszam do zapoznania się z ofertą mieszkania położonego w spokojnej i pięknej okolicy Piątkowa na os. Władysława Jagiełły. Mieszkanie ciche nasłonecznione z bardzo ładnym widokiem w układzie niezależnym z tarasem ...
4296,195000,1,30,1,Poznań Grunwald ul. Matejki,Prezentujemy Państwu atrakcyjną ofertę sprzedaży mieszkania o łącznej powierzchni 30m2 na pierwszym piętrze z windą rewitalizowanej kamienicy położonej przy ulicy Matejki w Poznaniu. Jest to wygodne wyjątkowe studio z możliwością wydzielenia...
4297,249000,2,43.01,4,Poznań Jeżyce ul. Wojska Polskiego,Polecam mieszkanie dwupokojowe (15 m2 13 m2) zlokalizowane na czwartym piętrze w niskim bloku z lat 70. Układ pokoi niezależny jasna kuchnia (6 60 m2) łazienka (3 08 m2) z WC i prysznicem balkon piwnica (około 8 m2). Przestronny korytarz...
4298,230000,2,48.4,7,Poznań Rataje ul. Os. Piastowskie,Polecam na sprzedaż 2-pokojowe mieszkanie o powierzchni 48 4 m2 położone na Osiedlu Piastowskim. Mieszkanie znajduje się na 7 piętrze w ocieplonym bloku. Bardzo dobre położenie komunikacyjne względem miasta w pobliżu znajdują się przystanki...
4299,270000,2,54,4,Poznań Stare Miasto ul. Os. Władysława Jagiełły,Polecam na sprzedaż mieszkanie 2-pokojowe na 4 piętrze w niskim bloku na osiedlu Władysława Jagiełły na Piątkowie. Mieszkanie składa się z dwóch pokoi kuchni łazienki oraz korytarza. Salon o powierzchni 24 4 mkw okna nowe drewniane na podłodze...
4300,245000,2,49,3,Poznań Grunwald ul. Przybyszewskiego,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJA BEZPIECZNEJ TRANSAKCJI. Mieszkanie o pow. 49m2 2 niezależne pokoje osobna kuchnia z oknem łazienka z wc. Niski blok z cegły 3 piętro. Planowane remonty przez wspólnotę: brama na pilota na posesję ...
4301,477363,4,81.68,5,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
4302,343000,3,63,1,Poznań Wilda ul. Powstańcza Czajcza Dolna Wilda,Atrakcyjne mieszkanie o powierzchni 62 5 m2 przy ulicy Powstańczej na Wildzie ! Mieszkanie usytuowane w bardzo spokojnej i cichej okolicy około 200m do Parku Jana Pawła II składa się z trzech pokoi - 2 niezależnych i jednego połączonego z...
4303,310000,2,70,3,Poznań Jeżyce Centrum ul. Słowackiego Reja Sienkiewicza Asnyka,Na sprzedaż mieszkanie 2-pokojowe 70 m2 w zadbanej kamienicy po remoncie Jeżyce Poznań cena: 310 000 zł. Lokalizacja: Idealna lokalizacja blisko przystanku tramwajowego lini nocnej i dziennej. Wokół liczne obiekty handlowe usługowe i...
4304,320000,2,49.3,4,Poznań Winogrady ul. Serbska,Rozkładowe ciche mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na północ południe zachód; widok na rzekę. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...
4305,180000,2,38,9,Poznań Łazarz,Dwupokojowe mieszkanie w doskonałej lokalizacji i bardzo atrakcyjnej cenie. Dostępne w programie MDM. Powierzchnia mieszkania wynosi 38m 2 na które składają się dwa oddzielne pokoje osobna kuchnia i łazienka oraz korytarz. Wszystkie...
4306,195000,2,38,2,Poznań Winogrady ul. Pod Lipami,Słoneczne dwupokojowe mieszkanie o metrażu 38m w układzie niezależnym położone na II p. w wysokim bloku (2 nowe windy) w spokojnej lokalizacji na Winogradach na os. POD LIPAMI. Lokal wolny od zaraz. Mieszkanie wymaga odnowienia. Układ: - pokój...
4307,222000,2,45.9,2,Poznań ul. Rybaki,Poszukujesz mieszkania dla siebie lub pod wynajem jako inwestycja? Chcesz przy tym kupić mieszkanie w ramach MdM? Oferta tego mieszkania w sercu Poznania na ul. Rybaki jest dla Ciebie. Wchodząc przez bramę wejdziesz na zadbany ładny zielony...
4308,295000,3,64,4,Poznań Jeżyce Centrum ul. Kadłubka Galla Długosza,Galla 3 pokoje 295 tyś 64 2mkw po częściowym remoncie budynek z lat 90. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego przy ulicy Galla (Poznań-Jeżyce) . Lokalizacja zapewnia bardzo dobrą i szybką komunikację z centrum...
4309,384000,2,64,3,Poznań Górna Wilda ul. Górna Wilda 68/8,Polecam do sprzedaży mieszkanie dwupokojowe o pow. 64 m2 znajdujące się na trzecim piętrze w reprezentacyjnej kamienicy na Wildzie. Mieszkanie składa się z dwóch pokoi kuchni oraz łazienki. Budynek po generalnym remoncie na podłodze położone są...
4310,345000,2,78,4,Poznań Jeżyce ul. Jeżycka,3 POKOJOWE MIESZKANIE W BUDYNKU ATANERA- JEŻYCE GARAŻ W CENIE! -BALKON -IDEALNE POD WYNAJEM Główne atuty nieruchomości: • doskonała komunikacja z centrum • dobra ekspozycja na strony świata • prestiżowy budynek Nieruchomość złożona z: • pokój...
4311,185000,1,31,2,Poznań Winogrady ul. Os. Przyjaźni,Ofertę prowadzi: Anna Strzelczyk tel. 503-042-701 Polecam na sprzedaż komfortową kawalerkę usytuowaną na 1 piętrze w niskim bloku na os. Przyjaźni. Mieszkanie o łącznej powierzchni 27 m2 składa się z przestronnego pokoju z aneksem kuchennym ...
4312,179000,1,31.3,5,Poznań Rataje ul. Os.Lecha,Mieszkanie po generalnym remoncie. Spółdzielczo - własnościowe z księgą wieczystą czynsz 340zł[3osoby]. Jasna samodzielna kuchnia- płytki pokój niezależny 18m-panele; wc i łazienka- płytki. Nowe piony i poziomy wodne okna nowe drewniane ...
4313,358765,3,59.3,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
4314,180900,2,33.5,2,Poznań Grunwald ul. Knapowskiego,Przytulne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na północ wschód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wylewka samopoziomująca; Okna -...
4315,295068,3,49.46,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
4316,228091,2,47.54,2,Poznań ul. Grudzińskiego 7 Swarzędz,Mieszkanie w programie MDM!!! Na sprzedaż mieszkanie o powierzchni 47 54m2 w samym centrum Swarzędza przy ulicy Grudzińskiego 7. Składa się z salonu kuchni w formie aneksu sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy...
4317,329479,2,54.64,1,Poznań ul. Droga Dębińska 19,Nieruchomości Mieszkania Nieruchomości Mieszkania
4318,470000,5,130,3,Poznań,Sprzedamy bez pośrednictwa mieszkanie ( z ogródkiem ok.30m2) w zabudowie szeregowej (4 kondygnacje) 130m2pu. położone przy cichej ulicy blisko centrum handlowego i pętli tranwajowej wyposażone jest w klimatyzację (2 lata) własne CO (piec 2...
4319,455000,4,88.7,3,Poznań Rataje,Zapraszam do zapoznania się z ofertą sprzedaży cztero-pokojowego dobrze utrzymanego jasnego mieszkania usytuowanego na 3 piętrze niskiego bloku z 1998 r. (cegła) w świetnej lokalizacji os. Stare Żegrze (nowa część blisko ul. Inflanckiej i...
4320,320000,2,49,4,Poznań Winogrady ul. Serbska,Mieszkanie dwupokojowe o pow. 49 3 m2 położone na IV p. budynku przy ul. Serbskiej. Osiedle wybudowane przez firmę Budimex w 2007 r. strzeżone i monitorowane. Na całkowitą powierzchnię składają się: salon o pow. 21 4 m2 z wyjściem na balkon...
4321,200000,1,37,1,Poznań Jeżyce Strzeszyn,W pełni umeblowane mieszkanie o powierzchni 37 m2. Ciche i spokojne osiedle STRZESZYN!! Główne atuty nieruchomości: • doskonała komunikacja z centrum • cicha i spokojna okolica • w pełni wykończony lokal Nieruchomość złożona z: • korytarz 4 2...
4322,255000,2,40.2,5,Poznań Rataje ul. Chartowo,Osoba prowadzaca ofertę: Anna Strzelczyk tel. 503-042-701 Polecam na sprzedaż bardzo ładne mieszkanie 2 pokojowe usytuowane na 5 piętrze nowszego bloku na górnym tarasie Rataj przy ul. Chartowo. Mieszkanie o łącznej powierzchni 40 2 m2 składa...
4323,367221,3,57.83,1,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
4324,225000,1,35,4,Poznań Winogrady ul. Winogrady,Polecam na sprzedaż kawalerkę o dobrym standardzie na Winogradach niedaleko TESCO. Mieszkanie zlokalizowane na czwartym piętrze. Teren ogrodzony możliwość parkowania przed blokiem.Do mieszkania przynależy piwnica. Mieszkanie gotowe do...
4325,540000,3,85,1,Poznań Górczyn Grunwald ul. Sielska,Atrakcyjna oferta - dla klientów poszukujących dużego apartamentu w spokojnej lokalizacji wykończonego w bardzo dobrym standardzie z garażem. Mieszkanie to ma 85mkw i położone jest na wysokim parterze kompleksu budynków z 2004r - Górczyn ul....
4326,424859,3,72,3,Poznań Centrum,TRZYPOKOJOWE NOWE MIESZKANIE DO WŁASNEJ ARANŻACJI PRZESTRZENI Z BALKONEM. POZNAŃ: CENTRUM STARE MIASTO. W POBLIŻU STARY RYNEK PARK CYTADELA STARY BROWAR MALTA. Reprezentacyjny nowoczesny elegancki sześciokondygnacyjny...
4327,159000,1,25,1,Poznań Centrum Garbary Stare Miasto Wilda ul. 25M2 Po Remoncie,Przedmiotem sprzedaży jest mieszkanie położone w ścisłym CENTRUM Poznania w bloku z cegły na wysokim parterze. Mieszkanie w stanie po remoncie: nowa łazienka gładzie na ścianach szafa typu komandor w przedpokoju nowe drzwi frontowe oraz...
4328,293440,2,45.85,5,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
4329,222000,2,44,4,Poznań Grunwald ul. Grochowska,Na sprzedaż dwupokojowe mieszkanie 44 m2 położone na 2 piętrze w niskim bloku przy ulicy Grochowskiej na Grunwaldzie. Mieszkanie jest duże słoneczne pokoje każdy 16 6 m2. Kuchnia umeblowana nowe AGD. Łazienka po remoncie nowe płytki i kabina...
4330,330000,4,64.9,1,Poznań Winogrady ul. Os. Kosmonautów Po Remoncie Niski Blok,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 4-pokojowe o powierzchni 64 9 m2 usytuowane na parterze w niskim bloku z lat 80 roku zlokalizowane na Os. Kosmonautów Winogrady. Do mieszkania przynależy piwnica. Blok po termoizolacji....
4331,250000,2,44,1,Poznań ul. Mylna,Zapraszam do zapoznania się z ofertą mieszkania dwupokojowego o całkowitej powierzchni 44 M2. Mieszkanie składa się z dwóch niezależnych pokoi kuchni łazienki z wc przedpokoju. Mieszkanie znajduje się na 1 piętrze niskiego bloku z cegły ...
4332,408850,3,62.9,2,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
4333,730000,4,112.43,1,Poznań Poznań-Wilda ul. Św. Czesława,Przestronne i komfortowe mieszkanie w nowoczesnym apartamentowcu blisko Centrum. Budynek zbudowany w wysokim standardzie fasada charakteryzuje się oryginalnością zarówno w wyglądzie jak i doborze materiałów połączenie szklanych ścian osłonowych...
4334,360000,2,48,3,Poznań,Sprzedam dwa niezależne mieszkania (jedna księga wieczysta).Mieszkania znajdują się na drugim(ostatnim ) piętrze cztero mieszkaniowego budynku..Mieszkanie 1 : 40m2 dwa niezależne pokoje kuchnia korytarz łazienka(wanna) duży balkon od strony...
4335,337000,3,59,2,Poznań Wilda Dębiec Centrum Rataje ul. Dolina,Polecam na sprzedaż mieszkanie 3 pokojowe znajdujące się na 2 piętrze w kamienicy przy ul. Dolina. Jest to mała uliczka położona w okolicy skrzyżowania ul. Chwiałkowskiego i Górna Wilda. Na powierzchnię mieszkania 59 m2 składają się: 3 pokoje ...
4336,295800,2,49.3,1,Poznań Jeżyce ul. Polna 28,Nieruchomości Mieszkania Nieruchomości Mieszkania
4337,263000,2,52,2,Poznań Centrum Jeżyce Kamienica Rewitalizowana ul. Dąbrowskiego Blisko,Polecam do kupna . Mieszkanie składa się z: przedpokoju salonu sypialni kuchni łazienki z wc. Pokoje niezależne. Blisko park Sołacki. W pobliżu Uniwersytet im Adama Mickiewicza Uniwersytet Medyczny im. Karola Marcinkowskiego Uniwersytet...
4338,299000,3,80,3,Poznań Grunwald ul. Niecała,Biuro Obrotu Nieruchomościami MD Broker zaprasza do zapoznania się z ofertą: sprzedaży 3 pokojowego mieszkania o powierzchni 80m2 położonego nieopodal ronda Jana Nowaka Jeziorańskiego na Grunwaldzie. Mieszkanie położone jest na...
