Id,Rooms,SqrMeters,Floor,Location,Description
276,2,40.63,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
277,2,37,5,Poznań Wilda,Polecamy na sprzedaż bardzo ładne mieszkanie dwupokojowe powstałe 2 lata temu w wyniku przekształcenia i adaptacji strychu. Salon z aneksem kuchennym sypialnia łazienka mały hall. (można zrobić układ niezależny) mieszkanie w kw ma ok 33m2 ale...
278,1,33,5,Poznań Naramowice Winogrady Sołacz Piątkowo ul. Błażeja,Polecamy na sprzedaż kawalerkę zlokalizowaną na NARAMOWICACH w nowszym bloku przy ulicy Błażeja. Łączny metraż mieszkania wynosi 33m2. Lokal usytuowany na V piętrze. Z pokoju wyjście na duży balkon okna wychodzą na stronę wschodnią . Mieszkanie...
279,2,42,2,Poznań Górna Wilda,Na sprzedaż mieszkanie położone w spokojnej części Wildy 42 m2 2 pokoje korytarz + aneks kuchenny II piętro .Oficyna. Mieszkanie jest w standardzie pod klucz . który obejmuje : nowe okna PCV parapety grzejniki nowe drzwi wejściowe na...
280,2,40,2,Poznań Rataje,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy....
281,4,112,1,Poznań Podolany ul. Kartuska/Nałęczowska,W budynku E zaprojektowano dwa mieszkania czteropokojowe z osobnymi wejściami. Mieszkanie nr 2 o powierzchni 112 mkw składa się z pokoju dziennego kuchni pokoju i wc na 1 piętrze. Na 2 piętrze projekt przewiduje możliwość wydzielenia dwóch...
282,2,56,3,Poznań Grunwald ul. Kanclerska / Rycerska,Polecam na sprzedaż słoneczne 2 pokojowe mieszkanie o powierzchni 56mk usytuowane na III piętrze w niskim bloku IV piętrowym w pobliżu ul. Rycerska w pobliżu ul. Marcelińskiej na zielonym Grunwaldzie. Mieszkanie składa się z przedpokoju dwóch...
283,3,66.2,4,Poznań Piątkowo ul. Batorego,Oferuje na sprzedaż bardzo ładne mieszkanie do wejścia na Piątkowie Os. Batorego znajdujące się na 4 piętrze w bloku z 2006 roku z windą lokal składa się z 3 pokoi kuchni połączonej z pokojem w formie aneksu kuchennego łazienki korytarza ...
284,1,32.67,2,Poznań,Kontakt telefoniczny: 605451508 Polecam na sprzedaż mieszkanie na Dębcu przy ulicy Jaworowej 42 o łącznej powierzchni użytkowej 32 67m2. Nieruchomość usytuowana jest na II piętrze w dwupiętrowym budynku. Forma własności: pełna własność z Księgą...
285,3,101,1,Poznań Łazarz ul. Głogowska,Proponuję do zakupu stylowe przestronne mieszkanie 3 pokojowe o powierzchni 110m2 położone na pierwszym piętrze kamienicy wybudowanej w 1905 roku. Kamienica zlokalizowana w prestiżowej części Łazarza zadbana z odnowionym wjazdem i klatką...
286,2,37.28,1,Poznań Centrum ul. Okolice Starego Rynku,Przytulne mieszkanie na pierwszym piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje z aneksem kuchennym okna wychodzące na północ wschód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Okna - PCV....
287,3,48.3,3,Poznań Jeżyce ul. Bułgarska,Polecam na sprzedaż 3-pokojowe mieszkanie o powierzchni 48 3 m2 położone na Grunwaldzie. Mieszkanie znajduje się na 3 piętrze w 4-piętrowym budynku. Bardzo dobre położenie komunikacyjne - w pobliżu znajduje się przystanek autobusowy. Na terenie...
288,3,63.9,1,Poznań Poznań-Nowe Miasto ul. Os. Stare Żegrze,Na sprzedaż mieszkanie dwupokojowe usytuowane na Ratajach. Nowoczesny pięciokondygnacyjny budynek z windą halą garażową i komórkami lokatorskimi. Mieszkanie trzypokojowe w stanie deweloperskim z balkonem usytuowane na parterze. Salon z aneksem...
289,2,38,4,Poznań Winogrady Piątkowo Naramowice Sołącz N ul. Przyjaźni,Polecamy na sprzedaż 2-pokojowe mieszkanie na Winogradach. Mieszkanie mieści się na IV piętrze w NISKIM BLOKU na Osiedlu Przyjaźni. Składa się z dwóch pokoi JASNEJ kuchni łazienki i przedpokoju. Do mieszkania przynależy piwnica i BALKON. Forma...
290,2,43,4,Poznań Jeżyce,Piękne 2 pokojowe mieszkanie 43m2 w apartamentowcu na nowopostającym Osiedlu Botanicznym OKAZJA! OKAZJA!!! Do sprzedaży mieszkanie o powierzchni całkowitej 43 m2. Cena sprzedaży wynosi 339 000 zł. Mieszkanie znajduje się w apartamentowcu z...
291,4,114,3,Poznań Łazarz,Zachęcam do zapoznania się z ofertą sprzedaży dużego 4 pokojowego mieszkania na 3 piętrze bardzo dobrze utrzymanej kamienicy z 1921 r. w świetnej lokalizacji tuż przy targach MTP – ul. Śniadeckich. Powierzchnię 114 m2 tworzą: *4 pokoje ...
292,3,47.25,8,Poznań Grunwald ul. Listopadowa,Bp - bezpieczna transakcja tylko z licencjonowanym pośrednikiem! Polecam do sprzedaży ładne rozkładowe 3-pokojowe mieszkanie jasna kuchnia łazienka w płytkach razem z wc - układ niezależny wejście do wszystkich pomieszczeń osobne! Cena...
293,3,48,3,Poznań Grunwald ul. Bułgarska/Ognik/Bukowska,3 pokoje 48 50m2 245.000zł Cena do negocjacji !!! Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na poznańskim Grunwaldzie przy ulicy Bułgarskiej w bloku 4 piętrowym na trzecim piętrze. Mieszkanie o powierzchni 48 50m2...
294,3,67,3,Poznań Poznań-Stare Miasto,B.T. - Bezpieczna transakcja z Pośrednikiem 19 lat doświadczeń! Sprzedam mieszkanie 3 pokojowe o pow. 67m2 zlokalizowane w niskim bloku - na III piętrze Osiedle Chrobrego Piątkowo Są to 3 pokoje jasna i niezależna kuchnia łazienka odrębne...
295,2,44,4,Poznań Dębiec,Słoneczne i przestronne mieszkanie dwupokojowe o bardzo dobrym standardzie wykończenia. Gotowe do zamieszkania od zaraz bez żadnych dodatkowych nakładów finansowych. Powierzchnia mieszkania wynosi 44 m 2 na które składają się dwa bardzo...
296,2,46.12,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
297,3,63.95,4,Poznań Piątkowo ul. Os. B. Chrobrego,Rozkładowe jasne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - tapeta; Podłogi - panele podłogowe ...
298,2,38,5,Poznań Grunwald,Polecamy na sprzedaż mieszkanie 2-pokojowe 38 m stan mieszkania bardzo dobry gotowe do wprowadzenia się po remoncie rok temu. Korytarz z dużą szafą wnękową podłoga płytki. Łazienka nowa z WC prysznicem i pralką. Kuchnia nowa w zabudowie ...
299,2,42,6,Poznań Rataje ul. Milczańska,Komfortowe bardzo dobrze doświetlone mieszkanie w nowoczesnym chronionym kompleksie budynków w rejonie ulic Katowicka/Milczańska z doskonałym dojazdem do Centrum ok. 7 minut środkami miejskiego transportu. W pobliżu mieszkania znajduje się...
300,1,37.16,2,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
301,2,55,2,Poznań Piątkowo Stare Miasto ul. Mateckiego,Piękne mieszkanie nowe budownictwo Polecam i zapraszam na prezentacje. Polecam do sprzedaży nowocześnie zaaranżowane mieszkanie 2-pokojowe o pow. 55 m2 położone w nowoczesnym budynku przy ul. Mateckiego w Poznaniu. Mieszkanie jest...
302,3,78,1,Poznań Rataje Centrum Wilda Śródka Zawady ul. Jagiellońskie - Polecam!!!,Zapraszamy do obejrzenia przestronnego 3- pokojowego mieszkania położonego na os Jagiellońskim (Rataje) na pierwszym piętrze w wysokim bloku. Funkcjonalny układ - trzy niezależne pokoje ( 21m2 18m2 12m2) jasna kuchnia osobno łazienka i WC...
303,3,64,3,Poznań Stare Miasto Piątkowo ul. Stefana Batorego - Blisko Pst,Zapraszam do zapoznania się z ofertą sprzedaży komfortowego mieszkania położonego w pobliżu przystanku PST na os. Stefana Batorego w Poznaniu. Atrakcyjna lokalizacja osiedla zapewnia ciszę i spokój oraz dostęp do pobliskich terenów rekreacyjnych...
304,2,48.19,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
305,3,75,1,Poznań Winogrady ul. Inwestycja Na Lata - Duże 3 Pokojowe,Rewelacyjna okazja na zakup dużego mieszkania idealnego na prowadzenie działalności gospodarczej. Nasza oferta dotyczy dużego mieszkania 3 pokojowego znajdującego się w Willi Miejskiej na Winogradach. Ostatni największy pokój można podzielić...
306,2,46.02,7,Poznań Winogrady ul. Hawelańska,Rozkładowe jasne mieszkanie na siódmym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - wylewka samopoziomująca; Okna -...
307,2,47,3,Poznań Naramowice ul. Naramowicka Howell Garaż,Polecam na sprzedaż 2-pokojowe mieszkanie o powierzchni 46 3m2 na Naramowicach na chronionym osiedlu z 2003 roku zaprojektowanym w oryginalny i niepowtarzalny w Poznaniu sposób: na każde bloki przypada przytulny wewnętrzny dziedziniec z dużą...
308,2,49.8,1,Poznań Głuszyna ul. Głuszyna,Polecam na sprzedaż 2-pokojowe mieszkanie na poznańskiej Głuszynie. Lokal o powierzchni niespełna 50 mkw. położony jest na 1. piętrze niskiego ocieplonego bloku z cegły zbudowanego w 1960 roku. Składa się z 2 niezależnych pokoi jasnej...
309,3,44.41,1,Poznań Grunwald ul. Poranek,Przytulne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe ...
310,2,46.8,1,Poznań Stare Miasto Winogrady,Polecam do sprzedaży lub zamiany mieszkanie na cichym i bezpiecznym poznańskim osiedlu Zwycięstwa Główne atuty nieruchomości: • cicha i spokojna okolica • doskonała komunikacja z centrum • wysoki standard wykończeń Nieruchomość złożona z: •...
311,2,49,5,Poznań Grunwald Górczyn Łazarz ul. Newtona,POLECAM NA SPRZEDAŻ 2-pokojowe rozkładowe (do każdego pokoju wchodzi się z korytarza brak pokoi przechodnich) przestronne jasne i funkcjonalne mieszkanie na 6 piętrze - okna skierowane na południe i zachód. Kuchnia w pełnej zabudowie...
312,3,49.71,6,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
313,1,42.2,1,Poznań Stare Miasto ul. Kościuszki,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne mieszkanie nie wymaga dodatkowego wkładu finansowego przy wprowadzeniu. Mozliwość...
314,3,79,13,Poznań ul. Os. Orła Białego,NIE POBIERAMY PROWIZJI OD KLIENTA KUPUJĄCEGO. Lokalizacja: Poznań Nowe Miasto Rataje Orła Białego Mieszkanie z dużym potencjałem i niesamowitym widokiem! Ciepłe przytulne posiada 3 przestronne pokoje kuchnię łazienkę WC garderobę oraz...
315,3,68,4,Poznań Wilda ul. Św. Jerzego,2-u POZIOMOWE. DOSKONAŁA LOKALIZACJA BLISKO CENTRUM. IDEALNA KOMUNIKACJA. UKŁAD NIEZALEŻNY. Polecam do sprzedaży mieszkanie 3 pokojowe położone na czwartym piętrze na dwóch poziomach w niskim 5-o piętrowym budynku przy ul. Św. Jerzego. Budynek...
316,2,73,5,Poznań Centrum,OFERTA BEZ PODATKU PCC - 2%! Oferuję na sprzedaż mieszkanie położone na piątym piętrze kamienicy która przeszła rewitalizację. W budynku jest winda. Lokalizacja: centrum Poznania (ul. Bukowska - pierwszy odcinek). Powierzchnia całkowita - 73...
317,2,35.3,2,Poznań Wilda Dębiec Łazarz Grunwald Centrum ul. Fabryczna - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojową kawalerkę położoną na Wildzie ( ul. Fabryczna ). Na 35 m2 składają się dwa ustawne pokoje ( ok. 20 m2 i...
318,5,105,1,Poznań Grunwald/Łazarz ul. Łukaszewicza Józefa Łukaszewicza Małeckie,Polecam na sprzedaż atrakcyjne mieszkanie pięciopokojowe przy ulicy Józefa Łukaszewicza w Poznaniu. Lokal o powierzchni 104 634m2 znajduję się na parterze odnowionej kamienicy z 1911 roku. Układ mieszkania bardzo funkcjonalny: wszystkie...
319,3,60,4,Poznań Centrum Jeżyce Grunwald Łazarz ul. Fredry - Mieszkanie Z Klimatem!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! GWARANCJA PEWNEGO ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone w zabytkowej kamienicy w samym sercu Poznania ( ul. Fredry ). Na 58 m2 składają się...
320,3,94,2,Poznań Poznań-Wilda ul. Św. Jerzego,Do sprzedaży mieszkanie na drugim piętrze w stylowej kamienicy. Mieszkanie do remontu. Stolarka okienna drewniana. Przewidziane ogrzewanie gazowe. Wystawa okien południe-północ. Z balkonem. Własna księga wieczysta. Do wyboru inne mieszkania w tej...
321,3,68,1,Poznań Nowe Miasto ul. Czapla 21/113,Sprzedam mieszkanie 68m2 1 piętro duży balkon kuchnia otwarta wielkości pokoi ok 7m2 13m2 23m2 kuchnia 12m2 przedpokój 7m2 łazienka 5m2 funkcjonalna spiżarnia przy kuchni. Mieszkanie czyste jasne gotowe do wprowadzenia. Miejsce postojowe w...
322,2,39,2,Poznań Stare Miasto,NOWA NIŻSZA CENA ! Pośrednik odpowiedzialny zawodowo - numer licencji 6054. Polecam na sprzedaż ładne zadbane mieszkanie 2 pokojowe w niskim bloku na zamkniętym osiedlu Batorego wybudowanego przez ATANERA. Mieszkanie składa się z:...
323,3,78.15,1,Poznań Podolany ul. Marii Wicherkiewicz,DOM Z OGRODEM w cenie mieszkania !!! - w cichej bezpiecznej dobrej dzielnicy - Podolany. Ogród ok. 50 m2 Wysoki standard wykonania . Mieszkanie zlokalizowane jest w Zespole domów jednorodzinnych w nowoczesnej zabudowie szeregowej w...
324,2,51.6,2,Poznań Grunwald ul. Grochowska,Zapraszamy do obejrzenia ładnego mieszkania 51 6 mkw położonego na 2 piętrze w niskim bloku przy ul. Grochowskiej. Wyróżnia się doskonałą lokalizacją pod względem dostępności do komunikacji publicznej - tramwaj z ul. Grunwaldzkiej i autobus z...
325,2,49,2,Poznań Głuszyna ul. Aleksandra Gabszewicza,!!! SUPER OKAZJA!!! 209 000 ZŁ! 2 POKOJE! IDEALNE DLA PARY LUB RODZINY Polecam dwupokojowe jasne mieszkanie w niezależnym układzie. Do lokalu przynależy piwnica. Salon z wyjściem na balkon. Kuchnia z wyposażeniem (piekarnik okap lodówka)...
326,2,48,1,Poznań Piątkowo ul. Os. Batorego,Polecam na sprzedaż bardzo ładne 2 pokojowe mieszkanie na Piątkowie na os. Batorego (nowa część osiedla). Mieszkanie o powierzchni 48 m2 mieści się na 1 piętrze w 5 piętrowym bloku z 2011 r. Układ mieszkania: duży pokój - 17 m2 z balkonem o...
327,3,62,1,Poznań Jeżyce Ogrody Grunwald ul. Ogrody,ARKEI NIERUCHOMOŚCI poleca trzypokojowe mieszkanie w budynku z cegły położone w bardzo dobrej lokalizacji niedaleko pętli tramwajowej na Ogrodach. OPIS MIESZKANIA: Mieszkanie o powierzchni 61 4 m2 znajduje się na parterze w czteropiętrowym bloku...
328,3,79,11,Poznań Rataje ul. Os. Orła Białego,POLECAM!!! Mieszkanie 3 pokojowe o powierzchni 79m2 znajdujące sie na os. Orła Białego dzielnica Rataje. Mieszkanie o WYSOKIM STANDARDZIE po kapitalnym remoncie. Blok z 1994roku. Mieszkanie o rozkładzie niezależnym powierzchnia pokoi 20m2 ...
329,3,80,1,Poznań Starołęka ul. Żeglarska,Słoneczne mieszkanie na parterze w bliźniaku w Poznaniu w dzielnicy Starołęka. Trzy pokoje z aneksem kuchennym okna wychodzące na północ południe; widok na pole. Standard wykończenia: Ściany - gładź gipsowa tynk; Podłogi - panele podłogowe ...
330,4,71,4,Poznań Grunwald ul. Kossaka,Na sprzedaż FUNKCJONALNE 4-pokojowe mieszkanie położone w Poznaniu - Grunwald ul. Kossaka. Lokal o powierzchni 71 mkw na poddaszu 4 piętowej kamienicy. ROZKŁAD POMIESZCZEŃ: 4 pokoje niezależna jasna kuchnia łazienka korytarz. STANDARD...
331,4,78,1,Poznań Podolany,Polecamy!!! Polecamy na sprzedaż piękne 4 pokojowe mieszkanie w nowoczesnym bloku. Wysoki standard wykończenia. Wnętrze zaprojektowane przez projektanta. Przyjazna okolica wszelkie udogodnienia w zasięgu 5 minut pieszo. Wolne od zaraz....
332,3,59.53,4,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
333,2,41,1,Poznań ul. Jana Umińskiego,KAMIENICA PO REWITALIZACJI Mieszkanie znajduje się w kamienicy z 1910r. na parterze Budynek 4 piętrowy. Stan techniczny lokalu - do remontu drewniana podłoga drzwi antywłamaniowe . Ogrzewanie miejskie. LOKALIZACJA: Mieszkanie znajduje się...
334,3,74,6,Poznań Centrum ul. Mostowa,Przestronna mansarda na szóstym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Centrum. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - PCV; Rodzaj okien -...
335,1,30,3,Poznań Różany Potok ul. Romana Drewsa,Polecam na sprzedaż komfortową kawalerkę umeblowana kuchnia duża i zaaranżowana łazienka. Położona na 3 piętrze budynku wielorodzinnego poddasze. Bardzo ładne Osiedle Różany Potok cechujące się spokojną okolicą i niewielkim natężeniem hałasu....
336,4,90,2,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 90 m2 na 2 piętrze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w bezpośredniej...
337,3,48,4,Poznań Rataje ul. Os.Powstań Narodowych,Polecam do sprzedaży mieszkanie 3pokojowe o pow.48m2 na Ratajach na os.Powstań Narodowych w Niskim Bloku.Mieszkanie usytuowane na czwartym piętrze o niezależnym układzie pomieszczeń. W pokojach i przedpokoju na podłodze parkiet w kuchni i łazience...
338,2,40,5,Poznań Grunwald ul. Morawskiego,Oferuję na sprzedaż mieszkanie 2 pokojowe na Grunwaldzie Mieszkanie 40m2 2 pokoje plus aneks kuchenny wbudowana szafa garderobiana ściany gładź gipsowa podłogi pokryte panelami okna plastikowe zabudowa kuchenna. Do mieszkania przynależy duży...
339,2,45.3,2,Poznań Centrum ul. Półwiejska,Mieszkania w programie MDM!!! Na sprzedaż klimatyczne mieszkanie o powierzchni 45 m2 w samym centrum Poznania przy ulicy Długiej. Mieszkanie na 2 piętrze. Standard deweloperski ogrzewanie gazowe. Budynek wyposażony jest w instalacje...
340,3,71.5,2,Poznań Grunwald,Bardzo ładne jasne przestronne i funkcjonalne mieszkanie w willi miejskiej blisko Parku Kasprowicza . Willa znajduje się na terenie zamkniętym zbudowana jest z cegły. W budynku znajduje się 6 mieszkań. Na powierzchnię 71 5 mkw składa się...
341,2,43.4,1,Poznań Baranowo Baranowo ul. Szamotulska,KUPUJĄCY NIE PŁACI PROWIZJI. Na sprzedaż apartament 2-pokojowy na nowym osiedlu z 2011r. w Baranowie pod Poznaniem. Lokal znajduje się na parterze. Układ pomieszczeń: salon z aneksem kuchennym z oknem (21 91m2) z wyjściem na taras (8 75m2);...
342,2,46.02,5,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
343,2,63,3,Poznań Wilda ul. Kosińskiego 25/17,Przedmiotem naszej oferty jest dwupokojowe mieszkanie o pow. 63 17 m2 położone na trzecim piętrze w kamienicy przy ul. Kosińskiego 25 na Wildzie. Mieszkanie jest do remontu. Kamienica w której znajduje się mieszkanie jest w trakcie...
344,3,109,3,Poznań Jeżyce Centrum ul. Poznańska,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży trzypokojowego mieszkania w kamienicy położonego przy ul. Poznańskiej (Jeżyce). Powierzchnia meszkania 109 m2 w...
345,2,54,4,Poznań Piątkowo ul. Władysława Jagiełły,Polecam nowa oferta 270 000 DO negocjacji !!! Na Sprzedaż bardzo ładne 2 -pokojowe mieszkanie położone na IV piętrze w niskim bloku na os. Władysława Jagiełły w Poznaniu. Mieszkanie składa się z 2 niezależnych pokoi wyposażonej kuchni ...
346,4,104.9,3,Poznań Wilda ul. Dolna Wilda,Przestronne dwupoziomowe mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Cztery pokoje z aneksem kuchennym okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa ...
347,2,43,4,Poznań Wilda,WYJĄTKOWA OFERTA! 2 pokoje cieplik miejski 43m2 wysoki standard dobra lokalizacja Wilda kilka linii tramwajowych i autobusowych . Na sprzedaż dwupokojowe mieszkanie po kapitalnym remoncie . Kamienica zadbana klatka schodowa również po...
348,5,159.2,1,Poznań Centrum ul. Ratajczaka,Przestronne mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Centrum. Pięć pokoi okna wychodzące na wschód południe zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska podłogowa; Okna -...
349,2,47,3,Poznań Centrum Stare Miasto ul. Seweryna Mielżyńskiego,Polecam do sprzedaży 2 pokojowe mieszkanie o pow. 47 4 m2 �w samym Centrum Poznania przy ul. Mielżyńskiego. Mieszkanie położone na 3 piętrze w 4 piętrowym budynku z 1955 roku. Układ lokalu nieprzechodni łazienka i kuchnia w płytkach w...
350,3,98,4,Poznań Łazarz ul. Matejki,Jasne słoneczne mieszkanie położone w samym centrum Poznania przy ul. Matejki. Dogodna lokalizacja zapewnia szybki i komfortowy dojazd do innych części miasta. Budynek położony tuż przy Parku Wilsona który stanowi atrakcyjne pełne zieleni...
351,3,44,1,Poznań Łazarz ul. Poranek- Niski Blok,OFERTA GODNA POLECENIA Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego w dzielnicy Łazarz przy ulicy Poranek. Mieszkanie o powierzchni 44 m2 obejmuje: 3 pokoje kuchnie łazienkę z wc oraz duży przedpokój . Mieszkanie...
352,2,62.15,8,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
353,2,38,3,Poznań Wilda,| Na sprzedaż funkcjonalne mieszkanie 2 pokojowe 38m2 na 3 piętrze w pięknej zrewitalizowanej kamienicy po kapitalnym remoncie przy ulicy Umińskiego na Wildzie w Poznaniu. FORMA PRAWNA: pełna własność lokalu z księga wieczystą i udziałem w...
354,3,72,1,Poznań Świerczewo ul. Jesionowa Sosnowa Jodłowa,NOWA NIŻSZA CENA SPRZEDAŻ PIETRA DOMU do mieszkania położonego na 1-szym piętrze budynku ( wspólne wejście z mieszkaniem z parteru) dwurodzinnego należy działka o powierzchni 325 m2 ładnie zagospodarowana oddzielona od drugiej części...
355,4,92.5,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,Polecam na sprzedaż mieszkanie w nowo odrestaurowanej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! możliwość wydzielenia dwóch trzech lub czterech...
356,4,116.3,1,Poznań Plewiska ul. Fabianowska,Dom w cenie Mieszkania Polecam dom jednorodzinny (wewnętrzny) w zabudowie szeregowej utrzymany w stylistyce angielskiej o powierzchni użytkowej 116 3mkw w tym wykończone w standardzie deweloperskim 82 6mkw(parter i piętro) oraz niewykończone –...
357,3,69.39,3,Poznań Górczyn ul. Knapowskiego,Knapowskiego 25 to kameralny budynek składający się z 4 kondygnacji w tym 17 mieszkań oraz jeden lokal usługowy. Na parterze znajdują się garaże z indywidualnymi wjazdami. Garaże dostępne są również na zewnątrz zaś na terenie działki 9 miejsc...
358,3,49.34,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
359,3,59.1,4,Poznań Piątkowo ul. Os. Władysława Łokietka,Polecam na sprzedaż trzypokojowe mieszkanie znajdujące się os. Władysława Łokietka. Lokal o powierzchni 59 1m2 znajduje się na 4 piętrze w niskim ocieplonym bloku. Na powierzchnię mieszkania składają się: jasna kuchnia (7 4 m2) łazienka WC 3...
360,2,47,3,Poznań Jeżyce Ogrody Centrum ul. Polna,POLECAM NA SPRZEDAŻ Klimatyczne słoneczne i ciche mieszkanie w kamienicy dla osób ceniących zindywidualizowane niebanalne wnętrza. W dużym pokoju (20m2) piękny wykusz z trzema oknami za którymi widać zieleń. Niewielkie skosy oryginalne...
361,2,38,3,Poznań Grunwald Ogordy Jeżyce ul. Bułgarska Ul.,Polecam na sprzedaż umeblowane słoneczne i przytulne mieszkanie w Poznaniu na Grunwaldzie przy ul.Bułgarskiej w bardzo atrakcyjnej lokalizacji(Rozważę propozycję zamiany na domek w promieniu do 15 km od Poznania) Mieszkanie znajduje się w super...
362,2,50,1,Poznań Grunwald ul. Szamotulska,Polecam na sprzedaż mieszkanie dwupokojowe o pow 50 m2 położone w szeregowcu przy ul. Szamotulskiej w Poznaniu. Jest to parter dwurodzinnego szeregowca z dużym bardzo zadbanym ogrodem.Składa się z niezależnego pokoju o pow 16 2 m2 pokoju z...
363,2,42.1,1,Poznań Wilda ul. Wybickiego,Polecam na sprzedaż gotowe do wprowadzenia mieszkanie o powierzchni 42 m2 plus taras przy ul. Wybickiego na poznańskiej Wildzie. Cena do negocjacji ! Mieszkanie składa się z dwóch pokoi jasnej kuchni z oknem oraz łazienki z toaletą. Układ...
364,2,57,2,Poznań Stare Miasto Naramowice ul. Karpia,Polecam na sprzedaż własnościowe doskonale usytuowane komfortowe 2-pokojowe mieszkanie 57m2 Położone na osiedlu przy ul. Karpia wybudowanym w 2008 roku. Mieszkanie jest bardzo przestronne posiada belkon zabudowaną kuchnię garderobę....
365,4,78.47,3,Poznań Centrum ul. Rybaki,UWAGA - OBNIŻKA O 50tys. zł!!! DUŻE PRZESTRONNE MIESZKANIE W ŚCISŁYM CENTRUM! Mieszkanie czteropokojowe położone na trzecim piętrze w niskim nowym bloku z cegły. Rok budowy 1995. Rozkład pomieszczeń: - przedpokój 13 5 m. kw.; - salon...
